CAS 201,CASPS261,W 10:10 am-11:00 am
CAS 201,CASRN104,MWF 11:15 am-12:05 pm
CAS 201,CASRN106,T 12:30 pm-1:20 pm
CAS 201,GRSEC701,TR 11:00 am-12:15 pm
CAS 201,METAD737,R 6:00 pm-8:45 pm
CAS 201,METAR789,M 6:00 pm-8:45 pm
CAS 201,METCJ271,T 6:00 pm-8:45 pm
CAS 201,METCS469,W 6:00 pm-8:45 pm
CAS 201,METCS669,W 6:00 pm-8:45 pm
CAS 201,PDPHE103,R 3:30 pm-5:00 pm
CAS 203,CASEC202,MWF 11:15 am-12:05 pm
CAS 203,CASEC202,TR 3:30 pm-4:45 pm
CAS 203,CASEC356,TR 11:00 am-12:15 pm
CAS 203,CASEC590,W 6:30 pm-9:15 pm
CAS 203,CASIR250,TR 5:00 pm-6:15 pm
CAS 203,CASMA123,T 2:00 pm-3:15 pm
CAS 203,CASMA123,R 2:00 pm-3:15 pm
CAS 203,CASMA124,W 8:00 am-9:15 am
CAS 203,CASMA511,MWF 12:20 pm-1:10 pm
CAS 203,CASMA577,MWF 1:25 pm-2:15 pm
CAS 203,CASPO343,TR 5:00 pm-6:15 pm
CAS 203,CASRN100,R 9:30 am-10:20 am
CAS 203,GRSCS611,W 10:10 am-11:00 am
CAS 203,METMG415,M 6:00 pm-8:45 pm
CAS 203,SARHS440,T 8:00 am-10:45 am
CAS 203,SARHS440,MW 2:30 pm-4:15 pm
CAS 203,SEDCE342,TR 12:30 pm-1:45 pm
CAS 203,SEDCF510,F 4:30 pm-8:30 pm
CAS 203,SEDED120,M 8:00 am-10:45 am
CAS 204A,CASAH111,M 12:20 pm-1:10 pm
CAS 204A,CASAH111,M 1:25 pm-2:15 pm
CAS 204A,CASAN321,MWF 9:05 am-9:55 am
CAS 204A,CASAN344,TR 2:00 pm-3:15 pm
CAS 204A,CASCH131,M 3:35 pm-4:25 pm
CAS 204A,CASCH131,M 4:40 pm-5:30 pm
CAS 204A,CASCH131,W 3:35 pm-4:25 pm
CAS 204A,CASEE302,TR 12:30 pm-1:45 pm
CAS 204A,CASIR382,TR 3:30 pm-4:45 pm
CAS 204A,CASLR355,TR 11:00 am-12:15 pm
CAS 204A,CASMA531,TR 9:30 am-10:45 am
CAS 204A,CASPH461,TR 9:30 am-10:45 am
CAS 204A,CASPS101,F 12:20 pm-1:10 pm
CAS 204A,CASPS222,W 12:20 pm-1:10 pm
CAS 204A,CASPS336,F 11:15 am-12:05 pm
CAS 204A,CASRN106,W 11:15 am-12:05 pm
CAS 204A,CASRN106,W 1:25 pm-2:15 pm
CAS 204A,CASSO203,MWF 2:30 pm-3:20 pm
CAS 204A,CASSO334,MWF 10:10 am-11:00 am
CAS 204A,GRSPH661,TR 9:30 am-10:45 am
CAS 204A,METCJ590,M 6:00 pm-8:45 pm
CAS 204A,METCS575,T 6:00 pm-8:45 pm
CAS 204A,METCS664,W 6:00 pm-8:45 pm
CAS 204A,METCS779,R 6:00 pm-8:45 pm
CAS 204B,CASAR290,TR 2:00 pm-3:15 pm
CAS 204B,CASBI203,W 11:15 am-12:05 pm
CAS 204B,CASBI203,W 12:20 pm-1:10 pm
CAS 204B,CASCH131,M 12:20 pm-1:10 pm
CAS 204B,CASCH131,M 1:25 pm-2:15 pm
CAS 204B,CASCH171,W 2:30 pm-3:20 pm
CAS 204B,CASCH203,W 1:25 pm-2:15 pm
CAS 204B,CASCH203,W 3:35 pm-4:25 pm
CAS 204B,CASCI389,TR 11:00 am-12:15 pm
CAS 204B,CASCL224,TR 12:30 pm-1:45 pm
CAS 204B,CASCS237,F 10:10 am-11:00 am
CAS 204B,CASIR349,F 12:20 pm-1:10 pm
CAS 204B,CASIR349,F 1:25 pm-2:15 pm
CAS 204B,CASLJ250,TR 9:30 am-10:45 am
CAS 204B,CASLT388,TR 11:00 am-12:15 pm
CAS 204B,CASPS101,W 9:05 am-9:55 am
CAS 204B,CASPY212,F 2:30 pm-3:20 pm
CAS 204B,CASSO100,F 11:15 am-12:05 pm
CAS 204B,CASWS420,TR 3:30 pm-4:45 pm
CAS 204B,CASXL244,TR 12:30 pm-1:45 pm
CAS 204B,CASXL397,TR 11:00 am-12:15 pm
CAS 204B,CASXL420,TR 3:30 pm-4:45 pm
CAS 204B,COMCO101,F 9:05 am-9:55 am
CAS 204B,ENGEK100,F 3:35 pm-4:25 pm
CAS 204B,SARHS325,M 2:30 pm-3:20 pm
CAS 204B,SEDAP625,W 4:40 pm-7:25 pm
CAS 204B,SEDBI535,R 5:00 pm-7:45 pm
CAS 204B,SEDLR501,T 5:00 pm-7:45 pm
CAS 204B,STHTY842,M 8:00 am-10:45 am
CAS 208,CASAH111,M 10:10 am-11:00 am
CAS 208,CASAH111,M 11:15 am-12:05 pm
CAS 208,CASBI309,W 12:20 pm-1:10 pm
CAS 208,CASBI309,W 1:25 pm-2:15 pm
CAS 208,CASEE594,W 2:30 pm-5:15 pm
CAS 208,CASIR292,F 12:20 pm-1:10 pm
CAS 208,CASIR594,W 2:30 pm-5:15 pm
CAS 208,CASLC250,TR 9:30 am-10:45 am
CAS 208,CASLC451,TR 3:30 pm-4:45 pm
CAS 208,CASLX250,F 11:15 am-12:05 pm
CAS 208,CASLX250,F 3:35 pm-4:25 pm
CAS 208,CASLX390,TR 11:00 am-12:15 pm
CAS 208,CASMA226,T 5:00 pm-5:50 pm
CAS 208,CASPH155,M 2:30 pm-3:20 pm
CAS 208,CASPO191,F 4:40 pm-5:30 pm
CAS 208,CASPO191,F 1:25 pm-2:15 pm
CAS 208,CASPO191,F 2:30 pm-3:20 pm
CAS 208,CASPS222,W 11:15 am-12:05 pm
CAS 208,CASPS231,F 9:05 am-9:55 am
CAS 208,CASPS231,F 10:10 am-11:00 am
CAS 208,CASPS241,M 12:20 pm-1:10 pm
CAS 208,CASPS241,M 1:25 pm-2:15 pm
CAS 208,CASPY408,W 9:05 am-9:55 am
CAS 208,CASWR152,TR 12:30 pm-1:45 pm
CAS 208,COMCM708,TR 2:00 pm-3:15 pm
CAS 208,GRSLX690,TR 11:00 am-12:15 pm
CAS 208,METLX250,F 3:35 pm-4:25 pm
CAS 208,METMG315,M 6:00 pm-8:45 pm
CAS 208,METPH248,T 6:00 pm-8:45 pm
CAS 211,CASBI421,TR 2:00 pm-3:15 pm
CAS 211,CASCH421,TR 2:00 pm-3:15 pm
CAS 211,CASCS320,TR 11:00 am-12:15 pm
CAS 211,CASCS320,TR 12:30 pm-1:45 pm
CAS 211,CASEC203,MWF 2:30 pm-3:20 pm
CAS 211,CASEC203,TR 3:30 pm-4:45 pm
CAS 211,CASMA115,MWF 9:05 am-9:55 am
CAS 211,CASMA121,MWF 1:25 pm-2:15 pm
CAS 211,CASPH150,MWF 12:20 pm-1:10 pm
CAS 211,CASPO191,F 11:15 am-12:05 pm
CAS 211,ENGBE435,TR 9:00 am-10:45 am
CAS 211,ENGEK307,MW 10:10 am-11:55 am
CAS 211,GRSBI621,TR 2:00 pm-3:15 pm
CAS 211,METCH421,TR 2:00 pm-3:15 pm
CAS 211,SEDED231,W 6:30 pm-9:15 pm
CAS 212,CASBI225,R 3:35 pm-4:25 pm
CAS 212,CASCC101,MWF 11:15 am-12:05 pm
CAS 212,CASCC201,TR 8:00 am-9:15 am
CAS 212,CASCC201,TR 9:30 am-10:45 am
CAS 212,CASCC201,TR 11:00 am-12:15 pm
CAS 212,CASCC201,MWF 2:30 pm-3:20 pm
CAS 212,CASMA121,R 5:00 pm-5:50 pm
CAS 212,CASMA231,MWF 12:20 pm-1:10 pm
CAS 212,CASPY211,R 6:30 pm-7:20 pm
CAS 212,CASSO100,W 3:35 pm-4:25 pm
CAS 212,CASWR120,MWF 9:05 am-9:55 am
CAS 212,CASWR120,MWF 10:10 am-11:00 am
CAS 212,CASWR120,TR 12:30 pm-1:45 pm
CAS 212,CASWR120,TR 2:00 pm-3:15 pm
CAS 212,COMFT304,W 6:30 pm-9:15 pm
CAS 212,ENGEC562,MW 4:30 pm-6:15 pm
CAS 212,ENGEK100,F 3:35 pm-4:25 pm
CAS 212,METPY211,R 6:30 pm-7:20 pm
CAS 212,SEDEC453,T 5:00 pm-7:45 pm
CAS 212,SEDEC511,T 5:00 pm-7:45 pm
CAS 213,CASBI203,M 11:15 am-12:05 pm
CAS 213,CASBI203,M 12:20 pm-1:10 pm
CAS 213,CASCH203,W 12:20 pm-1:10 pm
CAS 213,CASEC202,TR 9:30 am-10:45 am
CAS 213,CASEC332,MWF 1:25 pm-2:15 pm
CAS 213,CASJS255,TR 12:30 pm-1:45 pm
CAS 213,CASLX496,MWF 2:30 pm-3:20 pm
CAS 213,CASPH110,TR 11:00 am-12:15 pm
CAS 213,CASPS231,W 9:05 am-9:55 am
CAS 213,CASPS231,W 10:10 am-11:00 am
CAS 213,CASRN328,TR 12:30 pm-1:45 pm
CAS 213,COMCO101,F 12:20 pm-1:10 pm
CAS 213,ENGEC330,F 11:15 am-12:05 pm
CAS 213,GRSLX796,MWF 2:30 pm-3:20 pm
CAS 213,METCS526,M 6:00 pm-8:45 pm
CAS 213,SARSH705,T 3:30 pm-4:45 pm
CAS 213,SEDED120,M 8:00 am-10:45 am
CAS 213,SEDSE504,T 5:00 pm-7:45 pm
CAS 213,SEDSE505,T 5:00 pm-7:45 pm
CAS 213,STHTX828,TR 12:30 pm-1:45 pm
CAS 214,CASBI520,W 4:40 pm-5:30 pm
CAS 214,CASCI270,M 2:30 pm-5:15 pm
CAS 214,CASEC303,TR 9:30 am-10:45 am
CAS 214,CASEE501,TR 3:30 pm-4:45 pm
CAS 214,CASFY101,M 1:25 pm-2:15 pm
CAS 214,CASHI389,TR 12:30 pm-1:45 pm
CAS 214,CASHI393,TR 11:00 am-12:15 pm
CAS 214,CASJS283,M 2:30 pm-5:15 pm
CAS 214,CASJS286,TR 11:00 am-12:15 pm
CAS 214,CASLC112,MWF 10:10 am-11:00 am
CAS 214,CASLH283,M 2:30 pm-5:15 pm
CAS 214,CASLK322,MWF 12:20 pm-1:10 pm
CAS 214,CASNE520,W 4:40 pm-5:30 pm
CAS 214,CASPH251,W 9:05 am-9:55 am
CAS 214,CASPH254,TR 2:00 pm-3:15 pm
CAS 214,CASSO100,W 2:30 pm-3:20 pm
CAS 214,CASWR120,MWF 11:15 am-12:05 pm
CAS 214,ENGEK100,F 3:35 pm-4:25 pm
CAS 214,METCS682,T 6:00 pm-8:45 pm
CAS 216,CASAN210,MWF 1:25 pm-2:15 pm
CAS 216,CASAN351,MWF 11:15 am-12:05 pm
CAS 216,CASAR190,TR 9:30 am-10:45 am
CAS 216,CASAR283,MWF 2:30 pm-3:20 pm
CAS 216,CASEC371,TR 3:30 pm-4:45 pm
CAS 216,CASHI203,TR 2:00 pm-3:15 pm
CAS 216,CASHI207,MWF 10:10 am-11:00 am
CAS 216,CASHI272,TR 8:00 am-9:15 am
CAS 216,CASMA124,M 4:30 pm-5:45 pm
CAS 216,CASMA124,W 4:30 pm-5:45 pm
CAS 216,CASNE337,TR 12:30 pm-1:45 pm
CAS 216,CASPO191,F 12:20 pm-1:10 pm
CAS 216,CASPS333,TR 11:00 am-12:15 pm
CAS 216,CASPS337,TR 12:30 pm-1:45 pm
CAS 216,CASRN103,MWF 9:05 am-9:55 am
CAS 216,CASRN242,TR 2:00 pm-3:15 pm
CAS 216,METAR750,M 6:00 pm-8:45 pm
CAS 216,SEDED225,W 6:30 pm-9:15 pm
CAS 218,CASCH171,R 3:35 pm-4:25 pm
CAS 218,CASCH203,W 1:25 pm-2:15 pm
CAS 218,CASCH203,M 12:20 pm-1:10 pm
CAS 218,CASCH373,M 1:25 pm-2:15 pm
CAS 218,CASCL211,MW 9:05 am-9:55 am
CAS 218,CASEC404,TR 11:00 am-12:15 pm
CAS 218,CASIR271,F 11:15 am-12:05 pm
CAS 218,CASIR292,F 12:20 pm-1:10 pm
CAS 218,CASIR292,F 1:25 pm-2:15 pm
CAS 218,CASIR349,W 11:15 am-12:05 pm
CAS 218,CASMA113,W 10:10 am-11:00 am
CAS 218,CASMA588,MWF 2:30 pm-3:20 pm
CAS 218,CASPO171,F 11:15 am-12:05 pm
CAS 218,CASPO191,F 10:10 am-11:00 am
CAS 218,CASPS101,W 12:20 pm-1:10 pm
CAS 218,CASPS101,T 3:35 pm-4:25 pm
CAS 218,CASPS504,R 12:30 pm-3:15 pm
CAS 218,CASSO313,MWF 3:35 pm-4:25 pm
CAS 218,CASWR120,MWF 4:40 pm-5:30 pm
CAS 218,GRSLX795,TR 9:30 am-10:45 am
CAS 218,KHCHC451,M 10:10 am-11:55 am
CAS 218,METAD630,T 12:30 pm-3:15 pm
CAS 218,METAD734,T 6:00 pm-8:45 pm
CAS 218,METAD737,M 6:00 pm-8:45 pm
CAS 218,METAD804,R 6:00 pm-8:45 pm
CAS 218,METAR720,W 6:00 pm-8:45 pm
CAS 220,CASAN101,T 11:15 am-12:05 pm
CAS 220,CASAN101,M 9:05 am-9:55 am
CAS 220,CASAR240,TR 3:30 pm-4:45 pm
CAS 220,CASBI203,F 11:15 am-12:05 pm
CAS 220,CASBI213,M 12:20 pm-1:10 pm
CAS 220,CASBI213,M 1:25 pm-2:15 pm
CAS 220,CASCC111,F 10:10 am-11:00 am
CAS 220,CASCH101,F 12:20 pm-1:10 pm
CAS 220,CASCH101,F 1:25 pm-2:15 pm
CAS 220,CASEC102,M 10:10 am-11:00 am
CAS 220,CASEC102,M 11:15 am-12:05 pm
CAS 220,CASEC102,W 11:15 am-12:05 pm
CAS 220,CASEC102,W 12:20 pm-1:10 pm
CAS 220,CASEC102,R 11:15 am-12:05 pm
CAS 220,CASEE365,TR 2:00 pm-3:15 pm
CAS 220,CASMA121,M 3:35 pm-4:25 pm
CAS 220,CASMA581,T 9:30 am-10:45 am
CAS 220,CASMA582,T 5:00 pm-5:50 pm
CAS 220,CASPH150,W 10:10 am-11:00 am
CAS 220,CASPH160,F 9:05 am-9:55 am
CAS 220,CASPH248,W 2:30 pm-3:20 pm
CAS 220,CASPH251,F 2:30 pm-3:20 pm
CAS 220,CASPH251,M 2:30 pm-3:20 pm
CAS 220,CASPH259,TR 12:30 pm-1:45 pm
CAS 220,CASPS231,W 1:25 pm-2:15 pm
CAS 220,CASPS371,F 3:35 pm-4:25 pm
CAS 220,SEDAP600,R 5:00 pm-7:45 pm
CAS 220,SEDAP660,M 4:40 pm-7:25 pm
CAS 220,SEDAP699,W 4:40 pm-7:25 pm
CAS 221,CASAN533,TR 9:30 am-10:45 am
CAS 221,CASCH352,M 1:25 pm-2:15 pm
CAS 221,CASEN220,TR 12:30 pm-1:45 pm
CAS 221,CASIR349,W 4:40 pm-5:30 pm
CAS 221,CASLG112,MWF 9:05 am-9:55 am
CAS 221,CASMA115,M 4:40 pm-5:30 pm
CAS 221,CASMA115,F 1:25 pm-2:15 pm
CAS 221,CASMA116,R 8:00 am-8:50 am
CAS 221,CASMA581,T 8:00 am-8:50 am
CAS 221,CASWR120,MWF 10:10 am-11:00 am
CAS 221,CASWR120,MWF 11:15 am-12:05 pm
CAS 221,CASWR120,MWF 2:30 pm-3:20 pm
CAS 221,CASWR120,MWF 3:35 pm-4:25 pm
CAS 221,GRSCH651,TR 11:00 am-12:15 pm
CAS 221,GRSEC731,TR 2:00 pm-3:15 pm
CAS 221,GRSMA721,MWF 12:20 pm-1:10 pm
CAS 221,GRSMA741,TR 3:30 pm-4:45 pm
CAS 221,METBI203,T 6:00 pm-8:00 pm
CAS 221,METBI211,R 6:00 pm-8:45 pm
CAS 222,CASAN308,TR 9:30 am-10:45 am
CAS 222,CASAN320,TR 12:30 pm-1:45 pm
CAS 222,CASCL237,TR 3:30 pm-4:45 pm
CAS 222,CASCL305,TR 2:00 pm-3:15 pm
CAS 222,CASEC101,M 1:25 pm-2:15 pm
CAS 222,CASEC102,F 1:25 pm-2:15 pm
CAS 222,CASLK111,MWF 9:05 am-9:55 am
CAS 222,CASLK111,MWF 10:10 am-11:00 am
CAS 222,CASLK111,MWF 11:15 am-12:05 pm
CAS 222,CASLX432,MWF 12:20 pm-1:10 pm
CAS 222,CASPS261,F 2:30 pm-3:20 pm
CAS 222,CASPS261,F 3:35 pm-4:25 pm
CAS 222,CASWR120,TR 11:00 am-12:15 pm
CAS 222,COMCM710,W 2:30 pm-5:15 pm
CAS 222,GRSAN720,TR 12:30 pm-1:45 pm
CAS 222,GRSLX732,MWF 12:20 pm-1:10 pm
CAS 222,METAD717,T 6:00 pm-8:45 pm
CAS 222,METAD807,M 2:30 pm-5:15 pm
CAS 222,METCS472,W 6:00 pm-8:45 pm
CAS 222,METCS546,M 6:00 pm-8:45 pm
CAS 223,CASAN101,W 3:35 pm-4:25 pm
CAS 223,CASCG357,MWF 12:20 pm-1:10 pm
CAS 223,CASCH102,R 6:30 pm-7:20 pm
CAS 223,CASCH203,T 6:30 pm-7:20 pm
CAS 223,CASCI378,MWF 12:20 pm-1:10 pm
CAS 223,CASEC101,M 3:35 pm-4:25 pm
CAS 223,CASEC101,T 8:00 am-8:50 am
CAS 223,CASEC101,R 8:00 am-8:50 am
CAS 223,CASEE512,TR 9:30 am-10:45 am
CAS 223,CASEN221,MWF 10:10 am-11:00 am
CAS 223,CASEN363,TR 11:00 am-12:15 pm
CAS 223,CASEN363,TR 12:30 pm-1:45 pm
CAS 223,CASIR349,M 4:40 pm-5:30 pm
CAS 223,CASIR350,M 9:05 am-9:55 am
CAS 223,CASIR350,M 1:25 pm-2:15 pm
CAS 223,CASMA213,F 1:25 pm-2:15 pm
CAS 223,CASPH100,W 4:40 pm-5:30 pm
CAS 223,CASPH248,F 9:05 am-9:55 am
CAS 223,CASPH251,W 9:05 am-9:55 am
CAS 223,CASSO215,F 3:35 pm-4:25 pm
CAS 223,CASWR120,MWF 11:15 am-12:05 pm
CAS 223,CASWR120,MWF 2:30 pm-3:20 pm
CAS 223,GRSEC705,TR 2:00 pm-3:15 pm
CAS 223,METAH315,M 6:00 pm-8:45 pm
CAS 223,METCH102,R 6:30 pm-7:20 pm
CAS 223,SARHS325,T 3:35 pm-4:25 pm
CAS 223,SARHS325,R 3:35 pm-4:25 pm
CAS 223,SEDDE381,MWF 8:00 am-8:50 am
CAS 224,CASAN234,TR 12:30 pm-1:45 pm
CAS 224,CASAS105,TR 11:00 am-12:15 pm
CAS 224,CASCL213,MWF 1:25 pm-2:15 pm
CAS 224,CASCS237,TR 2:00 pm-3:15 pm
